term,crn,note,course,title,xlist,xlist_crn,instructor,group,theme,graduate_level,year_long,subject,status,units,quarter,duration,no_prereq,days,time,location,meetings,seats_available,reserved_seats,instruction_mode
Spring 2024,30304,,CHEM 332 S,Chem Thermodynamics & Kinetics,[],[],"James, Nicole",['3'],[],,N,Chemistry,active,1,,1 semester,N,['TuTh'],['12:00-13:20'],['TRL 150'],"[['Tuesday', '1200', '1320', 'TRL 150'], ['Thursday', '1200', '1320', 'TRL 150']]",,N,In-Person Instruction Only
Spring 2024,31265,"Students may only apply 2 credits from 200-, 300-, and 400-level PE courses toward the 6-credit PE requirement. Instructor will contact students with class information.",PE 203 RUN Qtr 1,Running Club,[],[],"Crocker, Alison",[],[],,N,Physical Education,active,0,1,1st quarter,N,['Tu'],['17:10-18:00'],['ONLINE'],"[['Tuesday', '1710', '1800', 'ONLINE']]","any students, new students",N,Online Instruction Only
Spring 2024,31007,,CSCI 221 S01,Computer Science II,[],[],"Anderson, Greg",['3'],[],,N,Computer Science,active,1,,1 semester,N,"['MW', 'Th']","['13:10-14:30', '18:10-19:30']","['LIB 340', 'ETC 211']","[['Monday', '1310', '1430', 'LIB 340'], ['Wednesday', '1310', '1430', 'LIB 340'], ['Thursday', '1810', '1930', 'ETC 211']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30001,,ANTH 470 Y,Thesis (Anthropology),[],[],Staff,[],[],,Y,Anthropology,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,30772,,ARBI 470 Y,Thesis (Art/Biology),[],[],Staff,[],[],,Y,Art/Biology,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,30006,,ENG 470 Y,Thesis (English),[],[],Staff,[],[],,Y,English,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,31037,"Although the lecture is provided asynchronously online, the conferences are only offered in person. In-person attendance is required.",HUM 220 Y03,Modern European Humanities,[],[],"Natarajan, Radhika","['1', '2']",[],,Y,Humanities,active,1,,Year-long,N,['TuTh'],"['13:40-15:00', 'TBD']","['VOLLUM 234', 'ONLINE']","[['Tuesday', '1340', '1500', 'VOLLUM 234'], ['Thursday', '1340', '1500', 'VOLLUM 234']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31091,,ECON 281 S,Revolution & Reform Chinese Ag,[],[],"Hare, Denise",['2'],['Chinese Studies'],,N,Economics,active,1,,1 semester,Y,['MW'],['18:10-19:30'],['TRL 150'],"[['Monday', '1810', '1930', 'TRL 150'], ['Wednesday', '1810', '1930', 'TRL 150']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31154,,MATH 346 S,Bayesian Statistics,[],[],"Pearce, Michael",['3'],[],,N,Mathematics,active,1,,1 semester,N,['TuTh'],['13:40-15:00'],['PHYSIC 240A'],"[['Tuesday', '1340', '1500', 'PHYSIC 240A'], ['Thursday', '1340', '1500', 'PHYSIC 240A']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31140,,CRES 321 S,Bible and Ethnicity,['REL 351'],['31131'],Staff,['2'],['Comp Race & Ethnicity Studies'],,N,Comp Race & Ethnicity Studies,cancelled,,,1 semester,N,,,,,,In-Person Instruction Only
Spring 2024,30368,,PHIL 310 S,Metaphysics,[],[],"Hinchliff, Mark",['1'],[],,N,Philosophy,active,1,,1 semester,N,['TuTh'],['09:00-10:20'],['ELIOT 103'],"[['Tuesday', '0900', '1020', 'ELIOT 103'], ['Thursday', '0900', '1020', 'ELIOT 103']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30931,,PHIL 412 S02,Adv Topics: Testimony & Trust,[],[],"Cross, Troy",['1'],[],,N,Philosophy,active,1,,1 semester,N,['W'],['18:10-21:00'],['VOLLUM 110'],"[['Wednesday', '1810', '2100', 'VOLLUM 110']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30088,,PHYS 322 S,Electrodynamics II,[],[],"Franklin, Joel",['3'],[],,N,Physics,active,1,,1 semester,N,['MWF'],['12:00-12:50'],['PHYSIC 123'],"[['Monday', '1200', '1250', 'PHYSIC 123'], ['Wednesday', '1200', '1250', 'PHYSIC 123'], ['Friday', '1200', '1250', 'PHYSIC 123']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31144,,ANTH 331 S,Archaeology of Reed,[],[],"Roche Recinos, Alejandra",['2'],[],,N,Anthropology,active,1,,1 semester,N,['MW'],['13:10-14:30'],['VOLLUM 118'],"[['Monday', '1310', '1430', 'VOLLUM 118'], ['Wednesday', '1310', '1430', 'VOLLUM 118']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31078,,PSY 203 S01 Qtr 1,Methods-Learng & Comprtv Psych,[],[],"Jensen, Greg","['3', '3+']",[],,N,Psychology,active,0.25,1,1st quarter,N,['Tu'],['10:30-11:50'],['PSYCH 139'],"[['Tuesday', '1030', '1150', 'PSYCH 139']]",,Y,In-Person Instruction Only
Spring 2024,31081,,PSY 204 S02 Qtr 2,Methods-Educational Psychology,[],[],"Corpus, Jennifer","['3', '3+']",[],,N,Psychology,active,0.25,2,2nd quarter,N,['M'],['13:10-14:30'],['PSYCH 103'],"[['Monday', '1310', '1430', 'PSYCH 103']]",,Y,In-Person Instruction Only
Spring 2024,31082,,PSY 206 S01 Qtr 1,Methods-Psychopathology,[],[],"Anderson, Kris","['3', '3+']",[],,N,Psychology,active,0.25,1,1st quarter,N,['Tu'],['13:40-15:00'],['PSYCH 103'],"[['Tuesday', '1340', '1500', 'PSYCH 103']]",,Y,In-Person Instruction Only
Spring 2024,31146,,ART 188 S,Object and Social Context,[],[],"Stevenson Jr, Michael",['1'],[],,N,Art,active,1,,1 semester,Y,['TuTh'],['09:00-11:50'],['ART 102'],"[['Tuesday', '0900', '1150', 'ART 102'], ['Thursday', '0900', '1150', 'ART 102']]",,Y,In-Person Instruction Only
Spring 2024,30938,,REL 331 S,Lives of the Buddha,[],[],"Scheible, Kristin",['2'],[],,N,Religion,active,1,,1 semester,N,['TuTh'],['15:10-16:30'],['ETC 205'],"[['Tuesday', '1510', '1630', 'ETC 205'], ['Thursday', '1510', '1630', 'ETC 205']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30410,Open to firstyear students without prerequisite.,SOC 211 S03,Introduction to Sociology,[],[],"Kwon, Yaejoon",['2'],[],,N,Sociology,active,1,,1 semester,Y,['TuTh'],['12:00-13:20'],['VOLLUM 126'],"[['Tuesday', '1200', '1320', 'VOLLUM 126'], ['Thursday', '1200', '1320', 'VOLLUM 126']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30644,,SOC 280 S,Social Movements,[],[],"Hrycak, Alexandra",['2'],['Comp Race & Ethnicity Studies'],,N,Sociology,active,1,,1 semester,N,['MW'],['14:40-16:00'],['ETC 205'],"[['Monday', '1440', '1600', 'ETC 205'], ['Wednesday', '1440', '1600', 'ETC 205']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30125,,SOC 311 S,Research Methods,[],[],"Schneiberg, Marc",['2'],[],,N,Sociology,active,1,,1 semester,N,['TuTh'],['10:30-11:50'],['ETC 205'],"[['Tuesday', '1030', '1150', 'ETC 205'], ['Thursday', '1030', '1150', 'ETC 205']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30023,,BMB 470 Y,Thesis(Biochem/Molecular Bio),[],[],Staff,[],[],,Y,Biochemistry/Molecular Biology,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,30181,,CMPL 470 Y,Thesis (Comparative Lit),[],[],Staff,[],[],,Y,Lit - Comparative Literature,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,30652,,THEA 233 S,Devising,[],[],"Duffly, Kate",['1'],[],,N,Theatre,active,1,,1 semester,Y,['TuTh'],['10:30-11:50'],['PERF 210'],"[['Tuesday', '1030', '1150', 'PERF 210'], ['Thursday', '1030', '1150', 'PERF 210']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31100,,POL 362 S01,State and Local Politics,[],[],"Koski, Chris",['2'],['Environmental Studies'],,N,Political Science,active,1,,1 semester,N,['TuTh'],['10:30-11:50'],['VOLLUM 126'],"[['Tuesday', '1030', '1150', 'VOLLUM 126'], ['Thursday', '1030', '1150', 'VOLLUM 126']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31142,,HUM 110 Y20,Introduction to the Humanities,[],[],"Chang, Jin",[],[],,Y,Humanities,active,1.5,,Year-long,Y,"['MWF', 'MWF']","['09:00-09:50', '10:00-10:50']","['VOLLUM VLH', 'LIB 203']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Monday', '1000', '1050', 'LIB 203'], ['Wednesday', '1000', '1050', 'LIB 203'], ['Friday', '1000', '1050', 'LIB 203']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30921,,MATH 111 S02,Calculus,[],[],"Chang, Robert",['3'],[],,N,Mathematics,active,1,,1 semester,Y,['MWF'],['12:00-12:50'],['PHYSIC 240A'],"[['Monday', '1200', '1250', 'PHYSIC 240A'], ['Wednesday', '1200', '1250', 'PHYSIC 240A'], ['Friday', '1200', '1250', 'PHYSIC 240A']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30191,,MATH 202 S02,Vector Calculus,[],[],Staff,['3'],[],,N,Mathematics,cancelled,,,1 semester,N,,,,,,In-Person Instruction Only
Spring 2024,30086,,MATH 311 S,Complex Analysis,[],[],"Chang, Robert",['3'],[],,N,Mathematics,active,1,,1 semester,N,['MWF'],['13:10-14:00'],['PHYSIC 240A'],"[['Monday', '1310', '1400', 'PHYSIC 240A'], ['Wednesday', '1310', '1400', 'PHYSIC 240A'], ['Friday', '1310', '1400', 'PHYSIC 240A']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30295,,MATH 332 S02,Abstract Algebra,[],[],"Daugherty, Zajj",['3'],[],,N,Mathematics,active,1,,1 semester,N,['TuTh'],['13:40-15:00'],['LIB 389'],"[['Tuesday', '1340', '1500', 'LIB 389'], ['Thursday', '1340', '1500', 'LIB 389']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30376,,MUS 205 S,Musicianship & Ear Training,[],[],"Yoon, Bora",['1'],[],,N,Music,active,1,,1 semester,N,['TuTh'],['13:40-15:00'],['PERF 332'],"[['Tuesday', '1340', '1500', 'PERF 332'], ['Thursday', '1340', '1500', 'PERF 332']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31069,,POL 280 S01,Intro to Political Theory,[],[],"Neame, Lexi",['2'],[],,N,Political Science,active,1,,1 semester,Y,"['Th', 'Tu']","['10:30-11:50', '15:10-16:30']","['ELIOT 216', 'VOLLUM VLH']","[['Thursday', '1030', '1150', 'ELIOT 216'], ['Tuesday', '1510', '1630', 'VOLLUM VLH']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30852,,ANTH 398 S,Race and Immigration,['CRES 300'],['30542'],"Silverstein, Paul",['2'],['Comp Race & Ethnicity Studies'],,N,Anthropology,active,1,,1 semester,N,['W'],['18:10-21:00'],['ELIOT 416'],"[['Wednesday', '1810', '2100', 'ELIOT 416']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30892,,FREN 212 S02,Intermediate French II,[],[],"Hochman, Hugh",['1'],[],,N,French,active,1,,1 semester,N,['MWF'],['12:00-12:50'],['VOLLUM 126'],"[['Monday', '1200', '1250', 'VOLLUM 126'], ['Wednesday', '1200', '1250', 'VOLLUM 126'], ['Friday', '1200', '1250', 'VOLLUM 126']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31124,,ENG 566 S,Beauty & The Poetic Text,[],[],Staff,[],[],Y,N,English,cancelled,,,1 semester,N,,,,,,In-Person Instruction Only
Spring 2024,30105,,CHEM 212 S,Inorganic Chemistry,[],[],"Bowring, Mir","['3', '3+']",['Environmental Studies'],,N,Chemistry,active,1,,1 semester,N,"['MWF', 'M']","['11:00-11:50', '13:10-17:00']","['CHEM 301', 'CHEM 214']","[['Monday', '1100', '1150', 'CHEM 301'], ['Wednesday', '1100', '1150', 'CHEM 301'], ['Friday', '1100', '1150', 'CHEM 301'], ['Monday', '1310', '1700', 'CHEM 214']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31102,,RUSS 385 S,"Pushkin's ""Eugene Onegin""",[],[],"Bershtein, Zhenya",['1'],[],,N,Russian,active,1,,1 semester,N,['W'],['18:10-21:00'],['VOLLUM 134'],"[['Wednesday', '1810', '2100', 'VOLLUM 134']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30306,,ENV 200 S,Intro to Environmental Studies,[],[],"Gratz, Lynne",[],['Environmental Studies'],,N,Environmental Studies,active,1,,1 semester,N,['TuTh'],['13:40-15:00'],['ETC 208'],"[['Tuesday', '1340', '1500', 'ETC 208'], ['Thursday', '1340', '1500', 'ETC 208']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30845,,ANTH 201 S02,"Topics: Lang, Culture, Power",[],[],"Makley, Charlene",['2'],[],,N,Anthropology,active,1,,1 semester,Y,['MW'],['14:40-16:00'],['VOLLUM 120'],"[['Monday', '1440', '1600', 'VOLLUM 120'], ['Wednesday', '1440', '1600', 'VOLLUM 120']]",,Y,In-Person Instruction Only
Spring 2024,30961,"DANC 313 is offered as either academic credit (one-half or one unit), or as PE credit, and may not be taken for both.",DANC 313 S02,Contemporary Dance V,['DANC 313'],['30960'],"Parsons-Akinjiola, Oluyinka",['1'],[],,N,Dance,active,1,,1 semester,N,['MW'],['13:10-14:30'],['PERF 240'],"[['Monday', '1310', '1430', 'PERF 240'], ['Wednesday', '1310', '1430', 'PERF 240']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30987,,BIOL 102 S02,Topics in Biology II,[],[],"Cerveny, Kara","['3', '3+']",[],,N,Biology,active,1,,1 semester,Y,"['TuTh', 'W']","['09:00-10:20', '13:10-17:00']","['VOLLUM VLH', 'BIOL 5']","[['Tuesday', '0900', '1020', 'VOLLUM VLH'], ['Thursday', '0900', '1020', 'VOLLUM VLH'], ['Wednesday', '1310', '1700', 'BIOL 5']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30989,,BIOL 102 S04,Topics in Biology II,[],[],"Cerveny, Kara","['3', '3+']",[],,N,Biology,active,1,,1 semester,Y,"['TuTh', 'Tu']","['09:00-10:20', '13:10-17:00']","['VOLLUM VLH', 'BIOL 7']","[['Tuesday', '0900', '1020', 'VOLLUM VLH'], ['Thursday', '0900', '1020', 'VOLLUM VLH'], ['Tuesday', '1310', '1700', 'BIOL 7']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30990,,BIOL 102 S05,Topics in Biology II,[],[],"Cerveny, Kara","['3', '3+']",[],,N,Biology,active,1,,1 semester,Y,"['TuTh', 'W']","['09:00-10:20', '13:10-17:00']","['VOLLUM VLH', 'BIOL 7']","[['Tuesday', '0900', '1020', 'VOLLUM VLH'], ['Thursday', '0900', '1020', 'VOLLUM VLH'], ['Wednesday', '1310', '1700', 'BIOL 7']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,31138,,POL 352 S,Special Topics in ICPS,['ICPS 302'],['31137'],"Montgomery, Alex",['2'],[],,N,Political Science,active,0.5,,1 semester,N,['W'],['13:10-14:30'],['VOLLUM 234'],"[['Wednesday', '1310', '1430', 'VOLLUM 234']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30121,,MUS 222 S,Music HistoryII: Amer aft 1800,[],[],"Burford, Mark",['1'],[],,N,Music,active,1,,1 semester,Y,['MW'],['14:40-16:00'],['PERF 332'],"[['Monday', '1440', '1600', 'PERF 332'], ['Wednesday', '1440', '1600', 'PERF 332']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31033,"Although the lecture is provided asynchronously online, the conferences are only offered in person. In-person attendance is required.",HUM 212 S02,The Birth of the Modern II,[],[],"Katz, Dana","['1', '2']",[],,N,Humanities,active,1,,1 semester,Y,['TuTh'],"['13:40-15:00', 'TBD']","['VOLLUM 309', 'ONLINE']","[['Tuesday', '1340', '1500', 'VOLLUM 309'], ['Thursday', '1340', '1500', 'VOLLUM 309']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30859,,ART 291 S,Art and Photography II,[],[],"Miyoshi, Aki",['1'],['Film and Media Studies'],,N,Art,active,1,,1 semester,N,['TuTh'],['18:10-21:00'],['ART 201'],"[['Tuesday', '1810', '2100', 'ART 201'], ['Thursday', '1810', '2100', 'ART 201']]",,N,In-Person Instruction Only
Spring 2024,30860,,ART 374 S,New Media-Old Media Experiment,[],[],"Miyoshi, Aki",['1'],['Film and Media Studies'],,N,Art,active,1,,1 semester,N,['TuTh'],['13:40-16:30'],['ART 201'],"[['Tuesday', '1340', '1630', 'ART 201'], ['Thursday', '1340', '1630', 'ART 201']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31009,,CSCI 378 S,Deep Learning,[],[],"Anderson, Greg",['3'],[],,N,Computer Science,active,1,,1 semester,N,['MWF'],['11:00-11:50'],['ELIOT 314'],"[['Monday', '1100', '1150', 'ELIOT 314'], ['Wednesday', '1100', '1150', 'ELIOT 314'], ['Friday', '1100', '1150', 'ELIOT 314']]",,N,In-Person Instruction Only
Spring 2024,30584,,GRK 201 S,Intermediate Greek,[],[],"Nicholson, Nigel",['1'],[],,N,Greek,active,1,,1 semester,N,['MTuWTh'],['11:00-11:50'],['VOLLUM 134'],"[['Monday', '1100', '1150', 'VOLLUM 134'], ['Tuesday', '1100', '1150', 'VOLLUM 134'], ['Wednesday', '1100', '1150', 'VOLLUM 134'], ['Thursday', '1100', '1150', 'VOLLUM 134']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30877,A writing sample must be submitted to the instructor for admission to all Creative Writing courses. Please refer to the Creative Writing page on the Reed website for more information.,CRWR 331 S01,Intermediate Poetry Workshop,[],[],"Kane, Joan",['1'],[],,N,Creative Writing,active,1,,1 semester,N,['M'],['18:10-21:00'],['PERF 104'],"[['Monday', '1810', '2100', 'PERF 104']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30233,,CSCI 382 S,Algorithms & Data Structures,['MATH 382'],['30695'],"Blum, Erica",['3'],[],,N,Computer Science,active,1,,1 semester,N,['MW'],['14:40-16:00'],['PHYSIC 240A'],"[['Monday', '1440', '1600', 'PHYSIC 240A'], ['Wednesday', '1440', '1600', 'PHYSIC 240A']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30680,"DANC 112 is offered as either academic credit (one-half or one unit), or as PE credit, and may not be taken for both.",DANC 112 S01,Intro Cntp Dance:Cross Culture,['DANC 112'],['30681'],"Parsons-Akinjiola, Oluyinka",['1'],[],,N,Dance,active,0.5,,1 semester,Y,['TuTh'],['10:30-11:50'],['PERF 240'],"[['Tuesday', '1030', '1150', 'PERF 240'], ['Thursday', '1030', '1150', 'PERF 240']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30958,"DANC 252 is offered as either academic credit (one-half or one unit), or as PE credit, and may not be taken for both.",DANC 252 S01,Improvisation,['DANC 252'],['30959'],"Mann, Carla",['1'],[],,N,Dance,active,0.5,,1 semester,Y,['MW'],['14:40-16:00'],['PERF 240'],"[['Monday', '1440', '1600', 'PERF 240'], ['Wednesday', '1440', '1600', 'PERF 240']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31174,,GLAM 470 Y,Thesis,[],[],Staff,[],[],,Y,"Greek, Latin, Ancient Mediterr",active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,31167,,ENG 205 S02,Tolkien and Lewis,[],[],"Faletra, Michael",['1'],[],,N,English,active,1,,1 semester,Y,['MWF'],['11:00-11:50'],['VOLLUM 120'],"[['Monday', '1100', '1150', 'VOLLUM 120'], ['Wednesday', '1100', '1150', 'VOLLUM 120'], ['Friday', '1100', '1150', 'VOLLUM 120']]",,Y,In-Person Instruction Only
Spring 2024,30880,,ENG 213 S02,Ethnopoetics,[],[],"Leibman, Laura",['1'],['Comp Race & Ethnicity Studies'],,N,English,active,1,,1 semester,Y,['TuTh'],['12:00-13:20'],['LIB 340'],"[['Tuesday', '1200', '1320', 'LIB 340'], ['Thursday', '1200', '1320', 'LIB 340']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30888,,ENG 400 S,Intro to Literary Theory,['LIT 400'],['30887'],"King, Nathalia",['1'],[],,N,English,active,1,,1 semester,N,['TuTh'],['15:10-16:30'],['VOLLUM 116'],"[['Tuesday', '1510', '1630', 'VOLLUM 116'], ['Thursday', '1510', '1630', 'VOLLUM 116']]",,N,In-Person Instruction Only
Spring 2024,30894,,FREN 391 S,French Literature and Culture,[],[],"Monnin, Luc",['1'],[],,N,French,active,1,,1 semester,N,['MW'],['14:40-16:00'],['VOLLUM 234'],"[['Monday', '1440', '1600', 'VOLLUM 234'], ['Wednesday', '1440', '1600', 'VOLLUM 234']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30579,,GER 375 S,Androids in Science and Lit,['LITG 375'],['30580'],"Fraser, Jake",['1'],[],,N,German,active,1,,1 semester,N,['MW'],['14:40-16:00'],['PERF 104'],"[['Monday', '1440', '1600', 'PERF 104'], ['Wednesday', '1440', '1600', 'PERF 104']]",,N,In-Person Instruction Only
Spring 2024,30580,,LITG 375 S,Androids in Science and Lit,['GER 375'],['30579'],"Fraser, Jake",['1'],[],,N,Lit - Eng Translation-German,active,1,,1 semester,Y,['MW'],['14:40-16:00'],['PERF 104'],"[['Monday', '1440', '1600', 'PERF 104'], ['Wednesday', '1440', '1600', 'PERF 104']]",,N,In-Person Instruction Only
Spring 2024,30669,,MUS 105 SCR,Chorus,['MUS 105'],['30670'],"Mallis, Natalie",[],[],,N,Music,active,0.5,,1 semester,Y,['W'],['18:10-20:30'],['PERF 320'],"[['Wednesday', '1810', '2030', 'PERF 320']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30029,,ECMA 470 Y,Thesis (Economics/Mathematics),[],[],Staff,[],[],,Y,Economics/Math,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,30095,,ECON 201 S03,Intro to Economic Analysis,[],[],"Carrera, Felipe",['2'],[],,N,Economics,active,1,,1 semester,Y,['MW'],['13:10-14:30'],['VOLLUM 110'],"[['Monday', '1310', '1430', 'VOLLUM 110'], ['Wednesday', '1310', '1430', 'VOLLUM 110']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30011,,MUS 470 Y,Thesis (Music),[],[],Staff,[],[],,Y,Music,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,30017,,RUSS 470 Y,Thesis (Russian),[],[],Staff,[],[],,Y,Russian,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,30019,,SPAN 470 Y,Thesis (Spanish),[],[],Staff,[],[],,Y,Spanish,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,30004,,CHIN 470 Y,Thesis (Chinese),[],[],Staff,[],[],,Y,Chinese,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,30727,,PSRL 470 Y,Thesis(Psychology-Religion),[],[],Staff,[],[],,Y,Psychology/Religion,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,30997,,BIOL 332 S01,Vascular Plant Diversity,[],[],"Karoly, Keith","['3', '3+']",['Environmental Studies'],,N,Biology,active,1,,1 semester,N,"['MWF', 'W']","['11:00-11:50', '13:10-17:00']","['LIB 340', 'BIOL 219']","[['Monday', '1100', '1150', 'LIB 340'], ['Wednesday', '1100', '1150', 'LIB 340'], ['Friday', '1100', '1150', 'LIB 340'], ['Wednesday', '1310', '1700', 'BIOL 219']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30119,,CHEM 102 SL2,Chemical Reactivity: Lab,[],[],"Poletti, Patrick","['3', '3+']",[],,N,Chemistry,active,0,,1 semester,N,['Tu'],['09:00-11:50'],['CHEM 308'],"[['Tuesday', '0900', '1150', 'CHEM 308']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30718,,CHEM 102 S31,Chemical Reactivity,[],[],"Dannenhoffer-Lafage, Thomas","['3', '3+']",[],,N,Chemistry,active,1,,1 semester,N,"['MWF', 'Th']","['11:00-11:50', '11:00-11:50']","['BIOL 19', 'PHYSIC 122']","[['Monday', '1100', '1150', 'BIOL 19'], ['Wednesday', '1100', '1150', 'BIOL 19'], ['Friday', '1100', '1150', 'BIOL 19'], ['Thursday', '1100', '1150', 'PHYSIC 122']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30534,,CHEM 202 S04,Organic Chemistry II,[],[],"McGhee, Alicia","['3', '3+']",['Environmental Studies'],,N,Chemistry,active,1,,1 semester,N,['MWF'],['09:00-09:50'],['TRL 150'],"[['Monday', '0900', '0950', 'TRL 150'], ['Wednesday', '0900', '0950', 'TRL 150'], ['Friday', '0900', '0950', 'TRL 150']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30179,,ECON 312 S,Theory& Practice Econometrics,[],[],"Carrera, Felipe",['2'],[],,N,Economics,active,1,,1 semester,N,['TuTh'],['09:00-10:20'],['VOLLUM 126'],"[['Tuesday', '0900', '1020', 'VOLLUM 126'], ['Thursday', '0900', '1020', 'VOLLUM 126']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30963,"DANC 100 is offered as either academic credit or as PE credit. This section is for PE credit only, for one quarter only. Students must register for both quarters (the full semester): PE 103 and PE 104. 
To register for academic credit instead, do not register for these PE sections and register for the appropriate section from the Dance 100 course listings.",PE 103 100 Qtr 1,Dance Production PE Credit,[],[],"Mann, Carla",[],[],,N,Physical Education,active,0,1,1st quarter,N,[],['TBD'],[],[],"any students, new students",N,In-Person Instruction Only
Spring 2024,31261,Class meets in the room listed before walking.,PE 103 MWB Qtr 1,Mindful Walking at Reed,[],[],"Granger, Gary",[],[],,N,Physical Education,active,0,1,1st quarter,N,['W'],['16:10-17:00'],['VILASE ASPEN MR'],"[['Wednesday', '1610', '1700', 'VILASE ASPEN MR']]",,N,In-Person Instruction Only
Spring 2024,31268,,PE 103 SDT Qtr 1,Self Defense: Theory & Fitness,[],[],"Thomas, Maria",[],[],,N,Physical Education,active,0,1,1st quarter,N,['F'],['13:45-15:45'],['SPORTS MAT'],"[['Friday', '1345', '1545', 'SPORTS MAT']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31269,,PE 103 SDA Qtr 1,Applied Fitness & Self Defense,[],[],"Thomas, Maria",[],[],,N,Physical Education,active,0,1,1st quarter,N,['F'],['16:10-18:10'],['SPORTS MAT'],"[['Friday', '1610', '1810', 'SPORTS MAT']]",,N,In-Person Instruction Only
Spring 2024,31271,,PE 103 SQB Qtr 1,Squash - Beginning,[],[],"Zaharchuk, Rodney",[],[],,N,Physical Education,active,0,1,1st quarter,N,['TuTh'],['15:10-16:00'],['SPORTS COURTS1'],"[['Tuesday', '1510', '1600', 'SPORTS COURTS1'], ['Thursday', '1510', '1600', 'SPORTS COURTS1']]",,N,In-Person Instruction Only
Spring 2024,31272,,PE 103 SQI Qtr 1,Squash - Intermediate,[],[],"Zaharchuk, Rodney",[],[],,N,Physical Education,active,0,1,1st quarter,N,['TuTh'],['16:10-17:00'],['SPORTS COURTS1'],"[['Tuesday', '1610', '1700', 'SPORTS COURTS1'], ['Thursday', '1610', '1700', 'SPORTS COURTS1']]","any students, new students",N,In-Person Instruction Only
